variant,seed,success,boxes,num_boxes,failure,mission_time_s,path_m,energy_wh,regen_wh,final_soc,terminal_v,max_cell_temp,soc_spread,nmpc_mean_ms,nmpc_p99_ms,nmpc_solves,switches,astar_replans,recoveries,collisions,wedge_escapes,corridor_narrow_s,corridor_class
no_regen,1049,1,3,3,none,141.94,23.343,91.026,0.0,52.74,26.194,25.66,0.379,25.91,39.1,151,17,156,3,0,0,5.25,open
no_regen,1050,0,0,3,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no_regen,1051,0,0,3,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no_regen,1052,1,3,3,none,131.24,23.456,84.332,0.0,54.01,26.205,25.66,0.351,23.51,31.35,156,15,276,3,0,0,3.95,open
no_regen,1053,1,3,3,none,138.63,23.671,88.9746,0.0,53.13,26.198,25.66,0.371,23.3,40.35,144,14,114,4,0,0,4.91,open
no_regen,1054,1,3,3,none,144.64,24.22,92.7988,0.0,52.4,26.192,25.66,0.387,22.8,31.36,164,16,288,6,0,0,4.41,open
no_regen,1055,1,3,3,none,143.14,23.617,91.8334,0.0,52.59,26.193,25.66,0.383,25.55,36.99,152,14,226,4,0,0,4.59,open
no_regen,1056,1,3,3,none,136.32,23.225,87.3322,0.0,53.44,26.2,25.67,0.364,23.9,31.35,146,14,74,3,0,0,4.73,open
no_regen,1057,1,3,3,none,141.03,23.061,90.4317,0.0,52.85,26.195,25.69,0.377,23.97,31.32,148,17,87,3,0,0,4.86,open
no_regen,1058,1,3,3,none,138.11,23.277,88.3382,0.0,53.25,26.199,25.67,0.368,24.68,31.34,135,11,147,4,0,0,4.42,dead_end
no_regen,1059,1,3,3,none,133.85,21.835,85.0524,0.0,53.88,26.204,25.67,0.354,25.11,46.87,148,13,131,1,0,0,4.32,open
no_regen,1060,1,3,3,none,144.04,23.419,92.863,0.0,52.39,26.192,25.66,0.387,25.5,33.05,172,18,145,5,0,0,4.18,open
no_regen,1061,1,3,3,none,149.91,24.081,96.19,0.0,51.76,26.186,25.67,0.401,25.13,33.0,151,21,130,6,0,0,4.38,dead_end
no_regen,1062,1,3,3,none,147.42,23.693,95.2584,0.0,51.93,26.188,25.66,0.397,25.58,41.65,157,20,92,6,0,0,4.1,open
no_regen,1063,1,3,3,none,133.93,23.048,85.8614,0.0,53.72,26.202,25.67,0.358,24.66,32.93,149,16,153,3,0,0,4.72,open
no_regen,1064,1,3,3,none,150.11,24.715,96.7108,0.0,51.66,26.186,25.67,0.403,25.79,46.87,161,16,210,7,0,0,4.14,dead_end
no_regen,1065,1,3,3,none,128.92,22.871,83.1252,0.0,54.24,26.207,25.66,0.346,25.69,40.22,171,18,141,2,0,0,4.7,open
no_regen,1066,1,3,3,none,129.74,22.327,83.3028,0.0,54.21,26.206,25.66,0.347,24.7,46.81,159,13,70,1,0,0,4.14,open
no_regen,1067,1,3,3,none,131.02,23.181,84.2981,0.0,54.02,26.205,25.66,0.351,24.31,33.66,174,17,103,2,0,0,3.93,open
no_regen,1068,1,3,3,none,127.62,22.434,82.1021,0.0,54.44,26.208,25.66,0.342,24.79,35.96,176,14,90,1,0,0,4.69,open
no_regen,1069,1,3,3,none,100.22,23.337,65.1439,0.0,57.66,26.234,25.7,0.271,25.73,46.86,147,11,306,3,0,0,2.1,dead_end
no_regen,1070,1,3,3,none,129.84,23.56,83.8997,0.0,54.09,26.205,25.66,0.35,24.94,46.88,161,27,325,5,0,0,3.52,open
no_regen,1071,1,3,3,none,143.14,23.564,91.5523,0.0,52.64,26.194,25.66,0.382,25.86,40.55,156,16,177,5,0,0,4.64,open
no_regen,1072,1,3,3,none,139.32,23.171,89.8817,0.0,52.96,26.196,25.66,0.375,25.51,35.97,157,21,230,6,0,0,3.95,open
no_regen,1073,1,3,3,none,143.45,23.293,91.3153,0.0,52.69,26.194,25.66,0.381,25.76,38.02,149,16,204,3,0,0,4.94,open
no_regen,1074,1,3,3,none,141.45,22.287,90.5496,0.0,52.83,26.195,25.66,0.377,25.05,31.35,147,16,193,3,0,0,3.95,open
