variant,seed,success,boxes,num_boxes,failure,mission_time_s,path_m,energy_wh,regen_wh,final_soc,terminal_v,max_cell_temp,soc_spread,nmpc_mean_ms,nmpc_p99_ms,nmpc_solves,switches,astar_replans,recoveries,collisions,wedge_escapes,corridor_narrow_s,corridor_class
full,1000,1,3,3,none,152.83,23.964,97.8509,0.3909,51.45,26.184,25.66,0.408,120.03,196.15,160,21,157,7,0,0,4.92,open
full,1001,1,3,3,none,141.43,23.863,90.4669,0.3655,52.85,26.195,25.68,0.377,121.98,179.42,144,19,215,6,0,0,4.1,open
full,1002,1,3,3,none,149.54,23.863,95.2502,0.3537,51.95,26.188,25.67,0.397,127.98,205.56,138,20,242,4,0,0,5.05,open
full,1003,1,3,3,none,142.34,23.244,91.2827,0.3345,52.7,26.194,25.66,0.38,122.08,179.1,155,20,198,4,0,0,4.32,open
full,1004,1,3,3,none,135.11,22.949,86.5807,0.3928,53.59,26.206,25.66,0.361,121.53,191.27,169,15,75,2,0,0,4.51,dead_end
full,1005,1,3,3,none,136.31,23.137,86.9949,0.3068,53.51,26.205,25.67,0.362,120.9,185.79,162,20,270,3,0,1,4.56,dead_end
full,1006,1,3,3,none,127.54,22.907,81.8013,0.2998,54.5,26.209,25.66,0.341,123.85,191.35,174,12,97,2,0,0,4.23,open
full,1007,1,3,3,none,135.44,23.082,86.6476,0.3215,53.58,26.201,25.68,0.361,128.42,225.51,158,16,160,3,0,0,4.75,open
