variant,seed,success,boxes,num_boxes,failure,mission_time_s,path_m,energy_wh,regen_wh,final_soc,terminal_v,max_cell_temp,soc_spread,nmpc_mean_ms,nmpc_p99_ms,nmpc_solves,switches,astar_replans,recoveries,collisions,wedge_escapes,corridor_narrow_s,corridor_class
full,1000,0,1,3,battery,155.8,10.831,95.7315,0.0524,4.99,22.071,25.72,0.115,119.61,183.86,62,10,560,19,0,0,1.64,open
full,1001,0,1,3,battery,156.1,10.466,95.8725,0.0623,5.0,22.075,25.72,0.116,123.83,178.65,62,14,773,19,0,0,1.31,open
full,1002,0,1,3,battery,155.4,10.388,95.7291,0.0531,4.99,22.068,25.73,0.119,126.56,168.25,53,18,871,19,0,0,1.26,open
full,1003,0,1,3,battery,154.3,11.375,95.4141,0.0498,4.99,22.063,25.76,0.124,122.41,162.61,86,14,585,15,0,0,1.82,open
full,1004,0,2,3,battery,156.1,14.02,96.273,0.0306,4.99,22.073,25.71,0.116,120.85,165.92,97,10,551,6,0,0,3.13,open
full,1005,0,2,3,battery,156.4,14.047,96.2619,0.0483,5.0,22.078,25.71,0.114,110.21,163.54,112,9,526,8,0,0,3.69,open
full,1006,0,1,3,battery,156.1,10.424,95.9036,0.056,4.99,22.073,25.72,0.116,115.86,153.81,63,17,698,20,0,0,0.98,open
full,1007,0,2,3,battery,155.6,14.365,95.9262,0.044,5.0,22.077,25.71,0.113,123.9,175.36,100,10,569,6,0,0,2.6,open
