variant,seed,success,boxes,num_boxes,failure,mission_time_s,path_m,energy_wh,regen_wh,final_soc,terminal_v,max_cell_temp,soc_spread,nmpc_mean_ms,nmpc_p99_ms,nmpc_solves,switches,astar_replans,recoveries,collisions,wedge_escapes,corridor_narrow_s,corridor_class
full,1000,1,3,3,none,149.44,23.576,96.3127,0.385,51.74,26.187,25.66,0.401,108.84,177.5,158,25,275,6,0,0,4.55,open
full,1001,1,3,3,none,144.12,23.932,92.1586,0.3946,52.54,26.193,25.66,0.384,110.77,172.51,141,17,332,6,0,0,4.39,open
full,1002,1,3,3,none,128.92,22.867,82.3965,0.3108,54.39,26.208,25.66,0.343,108.54,173.27,150,13,179,2,0,0,4.15,open
full,1003,1,3,3,none,124.75,22.783,80.0906,0.3476,54.83,26.211,25.66,0.334,110.79,170.24,141,16,276,3,0,0,3.29,open
full,1004,1,3,3,none,144.02,23.605,92.0722,0.323,52.55,26.193,25.66,0.384,109.94,184.8,150,16,154,6,0,0,4.6,open
full,1005,1,3,3,none,137.54,23.409,87.6829,0.3549,53.38,26.2,25.66,0.365,110.15,169.93,155,15,160,4,0,0,4.58,open
full,1006,1,3,3,none,135.22,23.483,86.4277,0.3568,53.62,26.202,25.67,0.36,116.54,187.26,139,15,95,3,0,0,4.76,open
full,1007,1,3,3,none,130.62,24.018,83.9531,0.4144,54.1,26.205,25.66,0.35,115.24,182.2,156,13,176,4,0,0,4.59,open
full,1008,1,3,3,none,131.04,23.213,83.9099,0.373,54.1,26.205,25.71,0.349,111.9,153.53,150,18,165,2,0,0,3.67,open
full,1009,1,3,3,none,141.53,23.689,90.8122,0.3719,52.79,26.195,25.67,0.378,110.69,140.46,144,21,127,4,0,0,4.38,open
full,1010,1,3,3,none,127.63,23.174,81.82,0.3018,54.5,26.209,25.66,0.341,108.86,166.99,158,20,168,2,0,0,3.95,open
full,1011,1,3,3,none,135.43,23.281,86.328,0.3168,53.64,26.202,25.66,0.36,110.22,158.77,152,18,161,3,0,0,4.52,open
full,1012,1,3,3,none,142.73,24.445,91.6268,0.3752,52.63,26.194,25.67,0.382,101.07,158.45,166,17,121,6,0,0,4.72,open
