variant,seed,success,boxes,num_boxes,failure,mission_time_s,path_m,energy_wh,regen_wh,final_soc,terminal_v,max_cell_temp,soc_spread,nmpc_mean_ms,nmpc_p99_ms,nmpc_solves,switches,astar_replans,recoveries,collisions,wedge_escapes,corridor_narrow_s,corridor_class
full,1000,1,3,3,none,142.32,23.375,90.6949,0.3224,52.81,26.195,25.66,0.378,122.78,171.01,161,15,148,3,0,0,4.65,open
full,1001,1,3,3,none,151.95,23.605,96.6089,0.2832,51.68,26.186,25.66,0.403,123.75,179.99,144,19,119,5,0,0,4.84,open
full,1002,1,3,3,none,131.84,22.912,84.3495,0.3318,54.02,26.205,25.66,0.351,128.69,186.78,146,14,154,3,0,0,4.58,open
full,1003,1,3,3,none,144.53,24.768,92.9404,0.3144,52.38,26.192,25.66,0.387,114.21,167.87,173,20,178,8,0,0,4.12,open
full,1004,1,3,3,none,136.45,23.315,87.5699,0.3694,53.41,26.2,25.66,0.365,123.42,176.98,162,21,194,3,0,0,4.21,open
full,1005,1,3,3,none,127.84,21.417,80.9935,0.2568,54.65,26.21,25.66,0.337,123.61,171.97,149,11,85,0,0,0,4.59,open
full,1006,1,3,3,none,122.63,21.788,78.7869,0.4005,55.08,26.213,25.66,0.328,89.9,180.65,170,23,170,1,0,0,4.31,open
full,1007,1,3,3,none,129.14,22.743,82.9527,0.4204,54.29,26.207,25.67,0.345,125.84,173.44,146,23,103,1,0,0,4.73,open
