variant,seed,success,boxes,num_boxes,failure,mission_time_s,path_m,energy_wh,regen_wh,final_soc,terminal_v,max_cell_temp,soc_spread,nmpc_mean_ms,nmpc_p99_ms,nmpc_solves,switches,astar_replans,recoveries,collisions,wedge_escapes,corridor_narrow_s,corridor_class
full,1000,1,3,3,none,177.24,23.227,111.2066,0.1797,18.67,25.572,25.68,0.469,124.47,180.34,158,16,388,5,0,0,3.57,open
full,1001,1,3,3,none,162.9,22.016,101.8841,0.1436,20.47,25.803,25.68,0.429,120.77,167.48,159,11,305,4,0,0,4.94,open
full,1002,1,3,3,none,155.91,22.804,98.2996,0.1888,21.16,25.819,25.68,0.414,123.77,179.73,153,15,216,3,0,0,4.16,dead_end
full,1003,1,3,3,none,167.61,23.067,105.3163,0.1855,19.81,25.762,25.68,0.444,123.18,172.3,164,23,257,4,0,0,4.37,dead_end
full,1004,1,3,3,none,163.78,23.085,102.9822,0.1925,20.26,25.799,25.68,0.434,124.1,183.58,157,24,193,4,0,0,4.43,open
full,1005,1,3,3,none,177.59,23.369,111.2179,0.2001,18.66,25.571,25.68,0.469,125.88,176.48,165,17,249,5,0,0,4.17,open
full,1006,1,3,3,none,153.0,21.725,96.1324,0.1909,21.58,25.826,25.68,0.405,122.16,171.54,173,9,119,3,0,0,3.33,open
full,1007,1,3,3,none,185.0,23.404,115.8993,0.1881,17.75,25.419,25.69,0.489,121.72,178.25,161,15,433,6,0,0,3.2,open
