variant,seed,success,boxes,num_boxes,failure,mission_time_s,path_m,energy_wh,regen_wh,final_soc,terminal_v,max_cell_temp,soc_spread,nmpc_mean_ms,nmpc_p99_ms,nmpc_solves,switches,astar_replans,recoveries,collisions,wedge_escapes,corridor_narrow_s,corridor_class
full,1000,0,0,3,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,1001,0,1,3,collision,150.29,21.899,97.101,0.3938,51.59,26.181,25.74,0.405,117.29,192.56,93,53,123,16,1,7,9.2,dead_end
full,1002,0,0,3,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,1003,0,0,3,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,1004,0,0,3,collision,42.69,7.143,27.9654,0.1201,64.71,26.286,25.69,0.116,151.06,195.95,38,4,17,4,1,0,2.92,dead_end
full,1005,0,0,3,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,1006,0,0,3,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,1007,0,0,3,collision,23.99,4.076,15.5604,0.0663,67.06,26.305,25.73,0.065,148.86,222.65,39,2,22,1,1,0,1.02,dead_end
