variant,seed,success,boxes,num_boxes,failure,mission_time_s,path_m,energy_wh,regen_wh,final_soc,terminal_v,max_cell_temp,soc_spread,nmpc_mean_ms,nmpc_p99_ms,nmpc_solves,switches,astar_replans,recoveries,collisions,wedge_escapes,corridor_narrow_s,corridor_class
full,1000,0,1,3,collision,100.11,16.457,64.5951,0.2545,57.76,26.231,25.73,0.269,126.44,168.77,88,29,191,8,1,11,4.11,open
full,1001,0,1,3,timeout,240.0,36.549,155.0411,0.6356,40.56,26.122,25.73,0.647,125.86,184.63,87,65,208,29,0,15,17.48,open
full,1002,0,2,3,timeout,240.0,40.523,155.2922,1.7414,40.51,26.123,25.73,0.648,119.72,177.28,149,147,267,21,0,30,10.5,dead_end
full,1003,0,2,3,timeout,240.0,36.606,154.861,0.9855,40.59,26.13,25.72,0.646,119.73,179.45,99,120,162,27,0,24,14.87,dead_end
full,1004,0,1,3,collision,167.08,25.757,109.0086,0.4762,49.33,26.165,25.7,0.454,128.67,169.01,85,39,125,19,1,5,11.17,open
full,1005,0,1,3,collision,110.58,17.131,71.4601,0.2809,56.46,26.221,25.7,0.298,129.99,161.82,89,27,149,11,1,2,4.69,open
full,1006,0,2,3,timeout,240.0,30.074,152.5673,0.4918,41.03,26.133,25.71,0.637,128.94,219.01,92,68,679,29,0,23,9.77,open
full,1007,0,1,3,collision,84.04,14.797,54.8004,0.2406,59.62,26.246,25.74,0.228,122.14,171.75,88,18,89,6,1,10,4.27,dead_end
