variant,seed,success,boxes,num_boxes,failure,mission_time_s,path_m,energy_wh,regen_wh,final_soc,terminal_v,max_cell_temp,soc_spread,nmpc_mean_ms,nmpc_p99_ms,nmpc_solves,switches,astar_replans,recoveries,collisions,wedge_escapes,corridor_narrow_s,corridor_class
full,1000,1,1,1,none,38.11,7.64,24.9469,0.1192,80.33,26.532,25.69,0.103,96.94,138.54,50,3,45,1,0,0,1.09,dead_end
full,1001,1,1,1,none,45.72,7.827,29.4676,0.1319,79.48,26.485,25.69,0.121,105.45,141.46,51,5,60,2,0,0,1.02,open
full,1002,1,1,1,none,40.73,7.238,26.012,0.0962,80.13,26.507,25.66,0.107,99.34,162.01,50,4,46,0,0,0,0.96,open
full,1003,1,1,1,none,53.35,8.089,34.6711,0.1401,78.51,26.469,25.67,0.143,102.01,154.5,51,6,38,3,0,0,1.34,open
full,1004,1,1,1,none,44.41,7.533,29.1117,0.1277,79.55,26.491,25.66,0.12,94.91,136.62,63,5,39,1,0,0,1.0,dead_end
full,1005,1,1,1,none,39.22,7.412,25.6282,0.1324,80.21,26.515,25.68,0.105,98.63,150.85,51,3,67,1,0,0,0.99,open
full,1006,1,1,1,none,40.95,7.074,26.4162,0.1641,80.06,26.5,25.71,0.109,112.51,140.71,51,5,46,0,0,0,1.33,open
full,1007,1,1,1,none,36.83,7.572,24.103,0.1342,80.49,26.545,25.67,0.099,115.98,149.99,52,5,76,1,0,0,0.82,open
full,1008,1,1,1,none,36.06,7.102,23.3242,0.1061,80.64,26.56,25.7,0.096,107.34,146.86,53,4,71,0,0,0,0.93,open
full,1009,0,0,1,timeout,240.0,7.89,154.3832,0.1994,55.85,26.218,25.69,0.641,115.89,173.56,38,4,2213,39,0,0,0.73,open
full,1010,1,1,1,none,38.64,7.317,24.8749,0.1129,80.35,26.53,25.67,0.102,102.99,140.66,50,3,63,0,0,0,1.26,open
full,1011,1,1,1,none,35.92,7.172,23.2803,0.1285,80.65,26.561,25.66,0.096,101.95,129.14,54,2,55,0,0,0,0.97,open
full,1012,1,1,1,none,37.75,7.528,24.7921,0.1212,80.36,26.531,25.67,0.102,109.86,142.99,54,4,46,1,0,0,1.03,open
full,1013,1,1,1,none,38.22,7.226,24.6944,0.1259,80.38,26.533,25.7,0.101,112.9,176.53,52,4,47,0,0,0,1.04,open
full,1014,1,1,1,none,43.75,7.3,28.2184,0.1237,79.72,26.489,25.66,0.116,115.21,147.02,62,5,81,1,0,0,0.78,open
full,1015,1,1,1,none,39.42,7.071,25.2804,0.1103,80.27,26.522,25.66,0.104,110.65,148.09,50,4,53,0,0,0,1.0,open
full,1016,1,1,1,none,52.03,8.354,34.1417,0.1729,78.61,26.471,25.67,0.141,95.61,117.54,52,6,62,4,0,0,1.13,open
full,1017,1,1,1,none,37.04,7.086,23.8283,0.1064,80.55,26.55,25.66,0.098,103.17,162.27,50,3,49,0,0,0,1.02,open
full,1018,1,1,1,none,44.93,8.285,29.5529,0.1303,79.47,26.485,25.66,0.122,102.65,161.65,52,7,58,3,0,0,0.98,open
full,1019,1,1,1,none,35.62,7.236,23.0217,0.1075,80.7,26.566,25.66,0.095,104.09,160.56,50,4,52,0,0,0,0.85,open
