variant,seed,success,boxes,num_boxes,failure,mission_time_s,path_m,energy_wh,regen_wh,final_soc,terminal_v,max_cell_temp,soc_spread,nmpc_mean_ms,nmpc_p99_ms,nmpc_solves,switches,astar_replans,recoveries,collisions,wedge_escapes,corridor_narrow_s,corridor_class
full,1017,0,2,3,timeout,240.0,35.968,154.7444,0.8232,40.61,26.129,25.72,0.646,104.41,131.58,102,59,405,27,0,90,16.72,dead_end
full,1018,0,1,3,collision,101.35,15.68,64.9531,0.228,57.7,26.231,25.7,0.27,99.05,120.95,85,21,123,9,1,3,5.86,dead_end
full,1019,0,2,3,timeout,240.0,30.357,154.127,0.6982,40.73,26.131,25.65,0.643,97.98,140.29,97,53,586,29,0,86,11.03,open
full,1020,1,3,3,none,217.31,35.982,139.9475,0.6575,43.44,26.148,25.68,0.584,105.26,151.18,143,86,283,18,0,29,11.8,dead_end
full,1021,0,1,3,collision,94.75,15.976,61.2893,0.2785,58.39,26.236,25.68,0.255,106.83,136.26,88,33,80,7,1,7,5.29,dead_end
full,1022,0,0,3,collision,53.97,8.511,35.3706,0.1636,63.3,26.275,25.68,0.147,106.09,127.64,39,5,18,7,1,0,4.1,dead_end
full,1023,0,2,3,timeout,240.0,31.921,156.0385,0.5332,40.37,26.129,25.71,0.651,102.57,148.52,100,90,360,32,0,26,15.77,dead_end
full,1024,0,1,3,collision,90.96,15.742,58.3412,0.2576,58.95,26.241,25.68,0.243,111.91,154.79,88,34,147,8,1,3,3.81,dead_end
full,1025,0,0,3,collision,25.4,4.184,16.4051,0.0717,66.9,26.304,25.73,0.068,133.47,180.3,38,2,14,2,1,0,1.18,open
full,1026,0,2,3,collision,181.39,29.183,117.0426,0.5787,47.8,26.158,25.8,0.488,102.32,136.87,148,61,191,18,1,5,9.93,dead_end
full,1027,0,1,3,collision,132.66,20.495,85.4717,0.3114,53.8,26.2,25.73,0.356,104.88,153.8,90,31,81,15,1,5,8.09,dead_end
full,1028,0,1,3,collision,102.9,16.81,66.1577,0.249,57.47,26.23,25.68,0.275,108.6,144.9,87,45,90,8,1,3,5.14,open
full,1029,0,2,3,timeout,240.0,35.306,154.7643,0.7195,40.61,26.121,25.77,0.646,96.36,127.5,100,51,409,30,0,100,13.78,open
full,1030,0,2,3,timeout,240.0,37.648,154.674,0.8628,40.63,26.128,25.7,0.646,108.93,159.49,100,51,501,25,0,101,16.27,dead_end
full,1031,0,1,3,collision,101.62,15.651,65.2159,0.2253,57.65,26.23,25.67,0.272,113.21,176.46,90,32,154,9,1,12,4.2,dead_end
full,1032,0,0,3,collision,47.43,7.671,30.7729,0.1297,64.18,26.283,25.7,0.128,126.46,174.45,38,6,45,5,1,0,3.48,dead_end
full,1033,0,0,3,collision,47.11,7.753,30.9007,0.1441,64.15,26.282,25.72,0.129,104.69,135.43,39,9,27,5,1,1,3.12,dead_end
full,1034,0,1,3,timeout,240.0,23.123,155.6336,0.4848,40.44,26.126,25.69,0.65,99.51,132.52,86,36,367,35,0,7,16.44,dead_end
full,1035,0,2,3,timeout,240.0,33.996,152.8756,0.4199,40.97,26.128,25.72,0.638,105.52,146.83,137,153,146,26,0,15,13.05,dead_end
full,1036,0,1,3,collision,93.97,14.879,60.9156,0.2801,58.47,26.237,25.73,0.254,102.43,132.94,91,31,68,7,1,9,5.26,dead_end
full,1037,0,2,3,timeout,240.0,29.127,154.3627,0.8605,40.69,26.124,25.7,0.644,102.77,136.96,104,99,874,28,0,191,10.52,dead_end
full,1038,0,1,3,timeout,240.0,25.213,155.439,0.5616,40.48,26.118,25.81,0.649,107.08,150.36,98,43,273,34,0,8,17.46,dead_end
full,1039,0,1,3,timeout,240.0,32.311,154.9611,0.6147,40.57,26.128,25.69,0.647,103.12,140.87,96,35,254,30,0,30,16.33,dead_end
full,1040,0,0,3,collision,27.02,4.65,17.4702,0.0654,66.7,26.302,25.75,0.073,97.41,111.28,38,1,12,2,1,0,1.29,dead_end
full,1041,0,2,3,timeout,240.0,30.886,154.5978,0.7639,40.64,26.128,25.73,0.645,96.82,132.6,99,62,659,30,0,146,12.21,open
full,1042,0,1,3,timeout,240.0,32.817,153.9569,0.5202,40.76,26.126,25.74,0.643,101.77,135.17,90,40,414,31,0,22,14.23,open
full,1043,0,0,3,timeout,240.0,16.536,160.3666,0.5563,39.54,26.116,25.74,0.67,96.8,114.0,38,72,67,41,0,1,9.28,dead_end
full,1044,1,3,3,none,208.79,33.237,134.5628,0.6532,44.46,26.146,25.68,0.561,105.04,139.9,158,106,215,18,0,21,10.75,open
full,1045,0,2,3,collision,219.01,33.924,140.9193,0.9112,43.25,26.136,25.68,0.588,107.05,135.63,146,96,280,22,1,34,12.99,open
full,1046,0,2,3,timeout,240.0,35.687,154.3018,0.7373,40.7,26.122,25.74,0.644,106.04,134.85,101,71,443,31,0,74,15.71,dead_end
full,1047,1,3,3,none,205.25,33.021,131.8958,0.8142,44.97,26.148,25.67,0.55,104.11,136.12,148,81,395,16,0,30,8.77,open
full,1048,0,1,3,collision,101.47,15.543,65.4134,0.2648,57.61,26.23,25.69,0.272,102.88,133.43,86,29,111,8,1,13,4.56,dead_end
full,1049,0,2,3,timeout,240.0,34.936,154.7223,0.7043,40.62,26.122,25.73,0.646,106.93,130.87,97,57,649,29,0,94,13.9,dead_end
full,1050,0,2,3,collision,142.08,25.01,92.0917,0.4389,52.54,26.19,25.69,0.384,102.53,127.37,133,41,118,10,1,8,8.46,dead_end
full,1051,0,1,3,timeout,240.0,32.455,153.5984,0.4795,40.83,26.13,25.69,0.641,107.3,155.94,85,47,346,29,0,16,15.86,dead_end
full,1052,0,2,3,timeout,240.0,32.914,153.9477,0.7388,40.77,26.125,25.71,0.643,100.73,128.01,99,176,325,31,0,50,13.1,dead_end
full,1053,1,3,3,none,186.59,30.516,119.6544,0.4654,47.3,26.159,25.68,0.499,96.92,126.22,142,66,289,15,0,16,8.96,dead_end
full,1054,0,2,3,timeout,240.0,38.732,155.293,0.8082,40.52,26.128,25.74,0.648,110.71,145.87,137,67,229,24,0,23,14.59,dead_end
full,1055,0,2,3,timeout,240.0,36.05,154.4495,0.7144,40.67,26.131,25.72,0.645,107.27,136.85,104,65,360,31,0,61,15.1,dead_end
full,1056,0,2,3,timeout,240.0,36.017,153.9692,0.7401,40.76,26.123,25.71,0.643,99.75,135.96,149,45,299,24,0,25,15.11,dead_end
full,1057,0,2,3,timeout,240.0,36.131,154.1786,0.709,40.72,26.122,25.77,0.644,103.05,127.57,101,49,459,30,0,82,15.06,open
full,1058,0,1,3,collision,99.84,15.599,63.9673,0.2848,57.89,26.232,25.7,0.266,96.76,122.03,84,25,34,7,1,4,5.11,dead_end
full,1059,0,2,3,timeout,240.0,34.508,154.5555,0.6066,40.65,26.12,25.75,0.645,96.38,119.46,101,72,480,30,0,52,14.21,open
full,1060,0,2,3,timeout,240.0,34.498,154.2764,0.6469,40.7,26.131,25.69,0.644,98.87,116.16,112,52,389,32,0,60,15.05,dead_end
full,1061,1,3,3,none,204.54,31.417,131.2316,0.4574,45.1,26.149,25.67,0.547,92.26,116.52,145,101,233,19,0,12,10.43,dead_end
full,1062,0,2,3,timeout,240.0,29.634,153.9618,0.73,40.77,26.131,25.66,0.643,97.13,125.64,98,60,473,30,0,100,12.41,open
full,1063,1,3,3,none,206.71,33.762,133.2885,0.5183,44.7,26.153,25.69,0.556,97.47,127.51,142,81,245,19,0,16,11.22,dead_end
full,1064,0,1,3,timeout,240.0,22.532,153.097,0.4041,40.93,26.129,25.68,0.639,94.44,119.37,90,47,208,33,0,3,12.48,open
full,1065,0,1,3,timeout,240.0,31.355,153.4328,0.5464,40.86,26.131,25.66,0.64,98.55,141.38,98,44,212,29,0,24,17.74,dead_end
full,1066,0,0,3,collision,47.51,7.391,30.9049,0.1239,64.15,26.282,25.72,0.129,100.84,119.61,38,6,59,5,1,0,3.36,dead_end
full,1067,0,1,3,collision,110.65,18.451,72.2432,0.3331,56.32,26.219,25.71,0.301,120.41,171.59,89,35,107,11,1,1,5.82,open
full,1068,0,0,3,collision,48.59,8.489,31.9379,0.1762,63.96,26.28,25.7,0.133,142.1,198.15,38,11,38,6,1,2,2.94,open
full,1069,0,1,3,collision,89.03,15.078,57.8941,0.2852,59.04,26.242,25.68,0.241,108.62,156.4,90,16,56,7,1,2,5.05,dead_end
full,1070,0,2,3,timeout,240.0,24.99,153.2091,0.4489,40.91,26.134,25.65,0.64,94.94,138.63,112,40,368,32,0,12,10.78,dead_end
full,1071,0,1,3,collision,93.62,16.23,60.5389,0.2449,58.54,26.238,25.72,0.252,102.33,133.13,87,43,55,8,1,2,4.98,dead_end
full,1072,0,0,3,collision,76.22,11.397,50.4599,0.2361,60.45,26.252,25.7,0.21,98.06,122.39,38,17,51,10,1,2,5.89,dead_end
full,1073,0,1,3,collision,108.68,16.521,70.0821,0.2639,56.72,26.223,25.72,0.292,90.78,113.81,88,33,72,10,1,13,5.83,dead_end
full,1074,0,2,3,collision,175.55,28.074,112.8109,0.7169,48.61,26.162,25.76,0.47,81.56,106.16,152,85,228,14,1,26,9.83,dead_end
